web-scraper-order,web-scraper-start-url,heading,date,description,pagination,pagination-href
1520597630-22,https://news.bitcoin.com/?s=bitcoin+government+bank,"More Crypto Jobs in India, Despite Delhi’s Stance on Bitcoin",8-Feb-18,"Jobs and applicants for employment in the cryptocurrency sector have increased substantially in India, despite current attitudes in Delhi towards bitcoin. Significant growth has...",4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597801-735,https://news.bitcoin.com/?s=bitcoin+government+bank,"No Strong Case to Ban Crypto Trading, Singapore Says",7-Feb-18,"The Monetary Authority of Singapore has been studying cryptocurrency developments and there is no strong case to ban crypto trading, a high-ranking government official...",75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597630-23,https://news.bitcoin.com/?s=bitcoin+government+bank,"World Central Banker to Central Banks: Bitcoin Is a Bubble, Ponzi, and Disaster",7-Feb-18,"General Manager of the Bank for International Settlements (BIS), Agustín Carstens, gave a talk at Goethe University in its House of Finance, Tuesday, 6...",4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597801-734,https://news.bitcoin.com/?s=bitcoin+government+bank,Korean Supreme Court to Judge Whether Crypto Regulations Are Unconstitutional,7-Feb-18,The case against the South Korean government over cryptocurrency regulations filed with the Constitutional Court has been referred to the Supreme Court. If the...,75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597801-737,https://news.bitcoin.com/?s=bitcoin+government+bank,Most Crypto Traders in South Korea Remain Anonymous Despite Regulations,6-Feb-18,"Most cryptocurrency investors in South Korea remain anonymous without moving their accounts to the government-mandated real-name system. So far, less than 10% of crypto...",75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597801-738,https://news.bitcoin.com/?s=bitcoin+government+bank,Senate Releases Testimonies Ahead of Crypto Hearing,6-Feb-18,"A day before a landmark hearing, a day with screaming headlines about the US stock market’s historic dump, not to mention bitcoin’s 65 percent...",75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597801-736,https://news.bitcoin.com/?s=bitcoin+government+bank,The European Commission Loves Blockchain’s Transparency – Except for When It Doesn’t,6-Feb-18,"Government officials can’t seem to make their minds up about bitcoin. Politicians like the underlying technology, they are prone to insist, but aren’t sure...",75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597630-24,https://news.bitcoin.com/?s=bitcoin+government+bank,‘Black Monday’ Shows Bitcoin Isn’t As ‘Dangerous’ As Regulators Claim,6-Feb-18,Looking at mainstream media headlines over the past few weeks shows a lot of columnists and pundits have declared that 'bitcoin’s bubble has burst.'...,4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520598475-1098,https://news.bitcoin.com/?s=ethereum+government+bank,‘Black Monday’ Shows Bitcoin Isn’t As ‘Dangerous’ As Regulators Claim,6-Feb-18,Looking at mainstream media headlines over the past few weeks shows a lot of columnists and pundits have declared that 'bitcoin’s bubble has burst.'...,3,https://news.bitcoin.com/page/3/?s=ethereum+government+bank
1520598580-1239,https://news.bitcoin.com/?s=ripple+government+bank,‘Black Monday’ Shows Bitcoin Isn’t As ‘Dangerous’ As Regulators Claim,6-Feb-18,Looking at mainstream media headlines over the past few weeks shows a lot of columnists and pundits have declared that 'bitcoin’s bubble has burst.'...,2,https://news.bitcoin.com/page/2/?s=ripple+government+bank
1520597801-740,https://news.bitcoin.com/?s=bitcoin+government+bank,China to Block Access to International Cryptocurrency Exchanges,5-Feb-18,"We know you heard this one before, but China wants to ban bitcoin...again. Only this time the government plans to use one of its...",75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597801-739,https://news.bitcoin.com/?s=bitcoin+government+bank,Major British Credit Card Issuers Ban Customers From Buying Cryptocurrencies,5-Feb-18,Britain's largest banking group is banning its credit card customers from buying cryptocurrencies including bitcoin. Credit card issuers that are banning crypto transactions include...,75,https://news.bitcoin.com/page/75/?s=bitcoin+government+bank
1520597630-25,https://news.bitcoin.com/?s=bitcoin+government+bank,Most Korean Crypto Exchanges Unable to Use Government-Mandated System,5-Feb-18,The majority of cryptocurrency exchanges in South Korea are unable to use the new government-mandated system which was recently implemented. Six major banks have...,4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597803-741,https://news.bitcoin.com/?s=bitcoin+government+bank,Ukrainian Law May Separate Mining from Cryptocurrencies,4-Feb-18,Ukrainian legislators should separate the regulation of crypto mining from the legal status of cryptocurrencies. The new approach was proposed by the chairman of...,76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597630-26,https://news.bitcoin.com/?s=bitcoin+government+bank,Crowdfire Founders Plan to Launch Indian Bitcoin Exchange,4-Feb-18,"Cryptocurrencies have grown popular in India, and digital asset markets in the region have seen exponential growth despite uncertainty from the Indian government. Now,...",4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520598475-1099,https://news.bitcoin.com/?s=ethereum+government+bank,Crowdfire Founders Plan to Launch Indian Bitcoin Exchange,4-Feb-18,"Cryptocurrencies have grown popular in India, and digital asset markets in the region have seen exponential growth despite uncertainty from the Indian government. Now,...",3,https://news.bitcoin.com/page/3/?s=ethereum+government+bank
1520598580-1240,https://news.bitcoin.com/?s=ripple+government+bank,Crowdfire Founders Plan to Launch Indian Bitcoin Exchange,4-Feb-18,"Cryptocurrencies have grown popular in India, and digital asset markets in the region have seen exponential growth despite uncertainty from the Indian government. Now,...",2,https://news.bitcoin.com/page/2/?s=ripple+government+bank
1520597803-742,https://news.bitcoin.com/?s=bitcoin+government+bank,Russia Urges 4 Other Countries to Develop Common Approach to Cryptocurrencies,3-Feb-18,The Russian Prime Minister Dmitry Medvedev has asked the leaders of the Eurasian Economic Union countries to jointly develop a common approach to cryptocurrencies....,76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597630-27,https://news.bitcoin.com/?s=bitcoin+government+bank,Bank of America Becomes the Latest Credit Card-Issuer to Ban Bitcoin,3-Feb-18,U.S. banks really aren’t big on bitcoin. That’s the inference to be drawn from a widespread crypto crackdown led by major financial institutions. Bank...,4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597630-28,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea Discusses Cryptocurrency Policies With China’s Central Bank,3-Feb-18,The South Korean Minister of Strategy and Finance has met with the governor of the People's Bank of China to discuss and share economic...,4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597803-743,https://news.bitcoin.com/?s=bitcoin+government+bank,"The Satoshi Revolution – Chapter 5: Privacy, Anonymity, and Pseudonymity (Part 2)",3-Feb-18,"The Satoshi Revolution: A Revolution of Rising Expectations.
Section 2 : The Moral Imperative of Privacy
Chapter 5: Implementing Crypto Privacy
by Wendy McElroy

Privacy, Anonymity, and Pseudonymity...",76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597803-744,https://news.bitcoin.com/?s=bitcoin+government+bank,Another Post-Soviet Jurisdiction Welcomes Crypto Miners,2-Feb-18,"Following in the footsteps of counterparts from former Soviet countries, government officials in Transnistria have attempted to create crypto-friendly environment in their disputed republic....",76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597803-747,https://news.bitcoin.com/?s=bitcoin+government+bank,Venezuela Announces Whitepaper and Pre-Sale of Its Oil-Backed Cryptocurrency Petro,31-Jan-18,"Venezuela's president Nicolás Maduro has announced the pre-sale of his country's national oil-backed cryptocurrency, the petro. In addition, he has presented and signed the...",76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597803-746,https://news.bitcoin.com/?s=bitcoin+government+bank,Hawaii’s New Money Transmitters Act Will Require Virtual Currency Licenses,31-Jan-18,The state of Hawaii is planning to regulate the use of bitcoin and digital currencies that would require licensure to transmit cryptocurrency-based funds. Two...,76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597630-29,https://news.bitcoin.com/?s=bitcoin+government+bank,Sberbank to Bypass Russian Regulations and Trade Cryptocurrencies Overseas,31-Jan-18,"The largest bank in Russia, the state-owned Sberbank, has reportedly announced its plans to bypass the Russian cryptocurrency regulations and offer crypto trading to customers...",4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597803-745,https://news.bitcoin.com/?s=bitcoin+government+bank,Ukraine’s Cyberpolice Supports Legalization of Cryptocurrencies,31-Jan-18,The cybercrime combating department of Ukrainian Police has voiced support for the legalization of cryptocurrencies despite sharing some concerns about them. The Cyberpolice unit also...,76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597630-30,https://news.bitcoin.com/?s=bitcoin+government+bank,Chinese Investors Continue to Obtain Bitcoin Using Thriving OTC Platforms,30-Jan-18,A year ago today China’s central banks temporarily scared the cryptocurrency community when they stopped bitcoin exchanges from operating. Since then the top mainland-based...,4,https://news.bitcoin.com/page/4/?s=bitcoin+government+bank
1520597803-748,https://news.bitcoin.com/?s=bitcoin+government+bank,US Financial Regulator Requests Crypto Trading Data From South Korea,30-Jan-18,The New York State Department of Financial Services has asked two South Korean financial authorities to share cryptocurrency-related data they obtained from their recent...,76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597632-31,https://news.bitcoin.com/?s=bitcoin+government+bank,Nassim Nicholas Taleb vs David Birch on The Bitcoin Standard,30-Jan-18,"The Bitcoin Standard: The Decentralized Alternative to Central Banking, by bitcoin maximalist Saifedean Ammous, is set for a spring release, having managed to make...",5,https://news.bitcoin.com/page/5/?s=bitcoin+government+bank
1520597803-750,https://news.bitcoin.com/?s=bitcoin+government+bank,"Tether Severs Ties With Its Auditor, Leaving Its Accounts Shrouded in Mystery",30-Jan-18,"Barely a week passes when Tether isn’t in the news. For a so-called stable coin, Tether and its acolyte Bitfinex are at the center...",76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520597803-749,https://news.bitcoin.com/?s=bitcoin+government+bank,South Korea Ends Anonymous Cryptocurrency Trading Today,30-Jan-18,"The new South Korean cryptocurrency account system has entered into force nationwide today, ending the current practice that allowed for anonymous trading of cryptocurrencies....",76,https://news.bitcoin.com/page/76/?s=bitcoin+government+bank
1520598580-1241,https://news.bitcoin.com/?s=ripple+government+bank,Nassim Nicholas Taleb vs David Birch on The Bitcoin Standard,30-Jan-18,"The Bitcoin Standard: The Decentralized Alternative to Central Banking, by bitcoin maximalist Saifedean Ammous, is set for a spring release, having managed to make...",2,https://news.bitcoin.com/page/2/?s=ripple+government+bank
